Name,Variety_Code,Crop_Type,Days_to_Maturity,Days_to_Transplant,Direct_Sow,Succession_Interval,Description
"F1 Cindel",VOG725,Tomato,60,21,No,21,"F1 Cindel                         semi-determinate variety if needed.        (1-3), Fol (0&1) and Va (0).            Va, Vd, Pi, TSWV (T0)."
"F1 Veranda",VTO484,Tomato,60,21,No,21,"F1 Veranda"
"F1 Knockout",VTO448,Tomato,60,21,No,21,"F1 Knockout                                                                                                                          fruits are cherry sized with an attractive"
"F1 Big Daddy",VTO436,Tomato,60,21,No,21,"F1 Big Daddy                                               This variety produces probably the"
"F1 Arnold",VTO610,Tomato,60,21,No,21,"F1 Arnold"
"F1 Cherry Falls",VTO492,Tomato,60,21,No,21,"F1 Cherry Falls"
"F1 Protector",VTO615,Tomato,60,21,No,21,"F1 Protector                                                    nature means that many plants are"
Red,VTO380,Tomato,60,21,No,21,"Red                                                           applications. Resistant to Fol (0)."
Yellow,VTO385,Tomato,60,21,No,21,"Yellow                                                         50sd 100sd 250sd 500sd"
"F1 Baby Boomer",VTO482,Tomato,60,21,No,21,"F1 Baby Boomer"
